PK,LOT,DATE CREATED,CLIENT,PROJECT,Date Sent,AVID,NOTES
PL3345,DRIVE_iCrime_FILM SCORE_Action,4/17/2023,Scott Sternberg Productions,iCrime,4/17/2023,FEDEX DRIVE,
PL3346,DRIVE_ICrime_FILM SCORE_Creepy Scary,4/17/2023,Scott Sternberg Productions,iCrime,4/17/2023,FEDEX,
PL3347,DRIVE_iCrime_FILM SCORE_Dramatic Tension,4/17/2023,Scott Sternberg Productions,iCrime,4/17/2023,FEDEX,
PL3348,DRIVE_iCrime_FILM SCORE_Intrigue,4/18/2023,Scott Sternberg Productions,iCrime,4/17/2023,FEDEX,
PL3349,DRIVE_iCrime_FILM SCORE_Light Tension,4/18/2023,Scott Sternberg Productions,iCrime,4/17/2023,FEDEX,
PL3350,DRIVE_iCrime_FILM SCORE_Mysterious,4/18/2023,Scott Sternberg Productions,iCrime,4/17/2023,FEDEX,
PL3351,DRIVE_iCrime_FILM SCORE_Serious,4/18/2023,Scott Sternberg Productions,iCrime,4/17/2023,FEDEX,
PL3352,DRIVE_iCrime_FILM SCORE_Tense Beat,4/18/2023,Scott Sternberg Productions,iCrime,4/17/2023,FEDEX,
PL3355,DRIVE_iCrime_FILM SCORE_Tension,4/19/2023,Scott Sternberg Productions,iCrime,4/17/2023,FEDEX,
PL2371,Dunkirk 1,10/31/2019,CINEFLIX NY,,10/25/2019,HBIN1966,
PL2370,Dunkirk1,10/31/2019,Jupiter Entertainment,,10/25/2019,HBIN1966,
PL3084,Film Dimensionen Berlin_ E-Cars USAGE list,8/30/2021,Film Dimensionen Berlin,,8/12/2021,,
PL817,FLIX_60's Rock and Pop,6/16/2017,CINEFLIX NY,,,,
PL804,FLIX_80's ROCK and POP,6/14/2017,CINEFLIX NY,,,,
PL806,FLIX_Alternative Rock,6/14/2017,CINEFLIX NY,,,,
PL807,FLIX_Alternative Rock_Acoustic,6/15/2017,CINEFLIX NY,,,,
PL808,FLIX_Classic Rock,6/15/2017,CINEFLIX NY,,,,
PL809,FLIX_Classic Rock_Acoustic,6/15/2017,CINEFLIX NY,,,,
PL810,FLIX_Country and Americana,6/15/2017,CINEFLIX NY,,,,
PL811,FLIX_FILM SCORE_Comic Light Tension,6/15/2017,CINEFLIX NY,,,,
PL812,FLIX_FILM SCORE_Dramatic Builds,6/15/2017,CINEFLIX NY,,,,
PL813,FLIX_Folk,6/15/2017,CINEFLIX NY,,,,
PL814,FLIX_Heartland Rock,6/15/2017,CINEFLIX NY,,,,
PL815,FLIX_World Ethnic,6/15/2017,CINEFLIX NY,,,,
PL842,HAUS_Ticking Tension,6/28/2017,CINEFLIX NY,,,HBIN_1752,
PL895,HIP HOP / RAP,7/26/2017,Haus Internal,,,,
PL405,HMBIN_1601_American Rock 1,5/9/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL399,HMBIN_1601_American Rock 1 L/R,5/9/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL401,HMBIN_1601_American Rock 1 Weinberger,5/9/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL404,HMBIN_1602 American Rock 2,5/9/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL404,HMBIN_1602 American Rock 2,5/9/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL402,HMBIN_1602_American Rock 2,5/9/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL409,HMBIN_1603 Rock and Roll,5/9/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL409,HMBIN_1603 Rock and Roll,5/9/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL409,HMBIN_1603 Rock and Roll,5/9/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL410,HMBIN_1604 Lite Tension 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL411,HMBIN_1604 Lite Tension 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL412,HMBIN_1604 Lite Tension 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL413,HMBIN_1605 Lite Tension 2,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL414,HMBIN_1605 Lite Tension 2,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL415,HMBIN_1605 Lite Tension 2,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL416,HMBIN_1606_Tension 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL417,HMBIN_1606_Tension 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL418,HMBIN_1606_Tension 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL419,HMBIN_1607 Tension 2,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL420,HMBIN_1607 Tension 2,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL421,HMBIN_1607 Tension 2,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL422,HMBIN_1608_Tense Drones 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL423,HMBIN_1608_Tense Drones 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL424,HMBIN_1608_Tense Drones 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL425,HMBIN_1610 Alternative Rock 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL426,HMBIN_1610 Alternative Rock 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
Pl427,HMBIN_1610 Alternative Rock 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL428,HMBIN_1611_Alternative Rock 2,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL429,HMBIN_1611_Alternative Rock 2,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL430,HMBIN_1611_Alternative Rock 2,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL431,HMBIN_1612_Classic Rock 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL432,HMBIN_1612_Classic Rock 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL433,HMBIN_1612_Classic Rock 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL434,HMBIN_1613 Classic Rock 2,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL435,HMBIN_1613 Classic Rock 2,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL436,HMBIN_1613 Classic Rock 2,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL437,HMBIN_1614 Garage Rock 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL438,HMBIN_1614 Garage Rock 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL439,HMBIN_1614 Garage Rock 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL440,HMBIN_1615 Americana 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL441,HMBIN_1615 Americana 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL442,HMBIN_1615 Americana 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL443,"HMBIN_1616 Acoustic, Americana, Country",5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL444,"HMBIN_1616 Acoustic, Americana, Country",5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL445,"HMBIN_1616 Acoustic, Americana, Country",5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL446,HMBIN_1617 Garage Rock 2,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL447,HMBIN_1617 Garage Rock 2,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL448,HMBIN_1617 Garage Rock 2,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL449,HMBIN_1618 Southern Rock 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL450,HMBIN_1618 Southern Rock 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL451,HMBIN_1618 Southern Rock 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL452,HMBIN_1619 Southern Rock 2,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL453,HMBIN_1619 Southern Rock 2,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL454,HMBIN_1619 Southern Rock 2,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL455,HMBIN_1620 Country 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
Pl456,HMBIN_1620 Country 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL457,HMBIN_1620 Country 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL458,HMBIN_1621_American Rock 3,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL459,HMBIN_1621_American Rock 3,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL460,HMBIN_1621_American Rock 3,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL461,HMBIN_1622 Assorted Jazzy 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL462,HMBIN_1622 Assorted Jazzy 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL463,HMBIN_1622 Assorted Jazzy 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL464,HMBIN_1623 Orchestral Action 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL465,HMBIN_1623 Orchestral Action 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL466,HMBIN_1623 Orchestral Action 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL467,HMBIN_1624 Orchestral 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL468,HMBIN_1624 Orchestral 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL469,HMBIN_1624 Orchestral 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL470,HMBIN_1625 Blues 1,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL471,HMBIN_1625 Blues 1,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL472,HMBIN_1625 Blues 1,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL473,HMBIN_1626 Tension 3,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL474,HMBIN_1626 Tension 3,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL475,HMBIN_1626 Tension 3,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL476,HMBIN_1627 Spaghetti Western,5/10/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,,
PL477,HMBIN_1627 Spaghetti Western,5/10/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
Pl478,HMBIN_1627 Spaghetti Western,5/10/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL212,HMBIN_1701_Driving Alternative Rock,2/3/2017,LEFT/RIGHT TV,HARD DRIVE SUBMIT,,HMBIN_1701,
PL212,HMBIN_1701_Driving Alternative Rock,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL212,HMBIN_1701_Driving Alternative Rock,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL213,HMBIN_1702_Blues 2,2/3/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,HMBIN_1702,
PL213,HMBIN_1702_Blues 2,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL213,HMBIN_1702_Blues 2,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL214,HMBIN_1703_AcousticSingerSongwriter,2/4/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,HMBIN_1703,
PL214,HMBIN_1703_AcousticSingerSongwriter,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL214,HMBIN_1703_AcousticSingerSongwriter,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL215,HMBIN_1704_AltCountry AltFolk,2/4/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,HMBIN_1704,
PL215,HMBIN_1704_AltCountry AltFolk,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL215,HMBIN_1704_AltCountry AltFolk,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL216,HMBIN_1705_Disco 1,2/4/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,HMBIN_1705,
PL216,HMBIN_1705_Disco 1,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL216,HMBIN_1705_Disco 1,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL217,HMBIN_1706_Porn Music,2/5/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,HMBIN_1706,
PL217,HMBIN_1706_Porn Music,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL217,HMBIN_1706_Porn Music,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL218,HMBIN_1707_Funk And Soul,2/6/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL218,HMBIN_1707_Funk And Soul,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL218,HMBIN_1707_Funk And Soul,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL219,HMBIN_1708_Garage Rock 3,2/6/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,HMBIN_1707,
PL219,HMBIN_1708_Garage Rock 3,5/11/2017,Weinberger Media,104,,,
PL219,HMBIN_1708_Garage Rock 3,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL220,HMBIN_1709_Alt Rock Assorted,2/6/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL220,HMBIN_1709_Alt Rock Assorted,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL220,HMBIN_1709_Alt Rock Assorted,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL221,HMBIN_1710_SOUNDTRACK_Action,2/6/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL221,HMBIN_1710_SOUNDTRACK_Action,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL221,HMBIN_1710_SOUNDTRACK_Action,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL258,HMBIN_1711_SOUNDTRACK_Intrigue,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL258,HMBIN_1711_SOUNDTRACK_Intrigue,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL258,HMBIN_1711_SOUNDTRACK_Intrigue,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL223,HMBIN_1712_SOUNDTRACK_Lite Tension,2/6/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL223,HMBIN_1712_SOUNDTRACK_Lite Tension,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL223,HMBIN_1712_SOUNDTRACK_Lite Tension,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL225,HMBIN_1713_TENSE BEATS,2/7/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL225,HMBIN_1713_TENSE BEATS,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL225,HMBIN_1713_TENSE BEATS,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL226,HMBIN_1714_Tense Drones,2/7/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL226,HMBIN_1714_Tense Drones,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL226,HMBIN_1714_Tense Drones,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL227,HMBIN_1715_Tension and Intrigue,2/7/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL227,HMBIN_1715_Tension and Intrigue,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL227,HMBIN_1715_Tension and Intrigue,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL228,HMBIN_1716_Lite Tension 5,2/7/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL228,HMBIN_1716_Lite Tension 5,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL228,HMBIN_1716_Lite Tension 5,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL229,HMBIN_1717_SOUNDTRACK_Dark Mystery,2/7/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL229,HMBIN_1717_SOUNDTRACK_Dark Mystery,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL229,HMBIN_1717_SOUNDTRACK_Dark Mystery,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL230,HMBIN_1718_SOUNDTRACK_Comic Tension,2/8/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL230,HMBIN_1718_SOUNDTRACK_Comic Tension,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL230,HMBIN_1718_SOUNDTRACK_Comic Tension,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL231,HMBIN_1719_American Rock 4,2/8/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL231,HMBIN_1719_American Rock 4,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL231,HMBIN_1719_American Rock 4,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL259,HMBIN_1720_American Rock 5,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL259,HMBIN_1720_American Rock 5,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL259,HMBIN_1720_American Rock 5,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL233,HMBIN_1721_American Rock 6,2/8/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL233,HMBIN_1721_American Rock 6,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL233,HMBIN_1721_American Rock 6,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL260,HMBIN_1722_American Rock 7,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL260,HMBIN_1722_American Rock 7,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL260,HMBIN_1722_American Rock 7,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL235,HMBIN_1723_Hard Rock 2,2/8/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL235,HMBIN_1723_Hard Rock 2,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL235,HMBIN_1723_Hard Rock 2,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL237,HMBIN_1725_Electronica and Techno,2/8/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL237,HMBIN_1725_Electronica and Techno,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL237,HMBIN_1725_Electronica and Techno,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL238,"HMBIN_1726_Indie Rock,Pop and Folk",2/8/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL238,"HMBIN_1726_Indie Rock,Pop and Folk",5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL238,"HMBIN_1726_Indie Rock,Pop and Folk",5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL239,HMBIN_1727_Assorted Jazzy 2,2/8/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL239,HMBIN_1727_Assorted Jazzy 2,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL239,HMBIN_1727_Assorted Jazzy 2,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL240,HMBIN_1728_SOUNDTRACK_Drama Tension,2/8/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL240,HMBIN_1728_SOUNDTRACK_Drama Tension,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL240,HMBIN_1728_SOUNDTRACK_Drama Tension,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL262,HMBIN_1729_SOUNDTRACK_misc 1,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL262,HMBIN_1729_SOUNDTRACK_misc 1,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL262,HMBIN_1729_SOUNDTRACK_misc 1,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL242,HMBIN_1730_SOUNDTRACK_Misc 2,2/9/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL242,HMBIN_1730_SOUNDTRACK_Misc 2,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL242,HMBIN_1730_SOUNDTRACK_Misc 2,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL243,HMBIN_1731_SOUNDTRACK_Misc 3,2/9/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL243,HMBIN_1731_SOUNDTRACK_Misc 3,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL243,HMBIN_1731_SOUNDTRACK_Misc 3,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL244,HMBIN_1732_SOUNDTRACK_Misc 4,2/9/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL244,HMBIN_1732_SOUNDTRACK_Misc 4,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL244,HMBIN_1732_SOUNDTRACK_Misc 4,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL245,HMBIN_1733_SOUNDTRACK_Misc 5,2/9/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL245,HMBIN_1733_SOUNDTRACK_Misc 5,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL245,HMBIN_1733_SOUNDTRACK_Misc 5,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL247,HMBIN_1734_Orchestral 2,2/10/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL247,HMBIN_1734_Orchestral 2,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL247,HMBIN_1734_Orchestral 2,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL248,"HMBIN_1735_70's Rock,Pop,Motown",2/10/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL248,"HMBIN_1735_70's Rock,Pop,Motown",5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL248,"HMBIN_1735_70's Rock,Pop,Motown",5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL265,HMBIN_1736_Grunge,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL265,HMBIN_1736_Grunge,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL265,HMBIN_1736_Grunge,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL250,HMBIN_1737_Alternative Rock 4,2/10/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL250,HMBIN_1737_Alternative Rock 4,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL250,HMBIN_1737_Alternative Rock 4,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL251,HMBIN_1738_Alternative Rock 5,2/10/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL251,HMBIN_1738_Alternative Rock 5,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL251,HMBIN_1738_Alternative Rock 5,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL252,HMBIN_1739_Alternative Rock 6,2/10/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL252,HMBIN_1739_Alternative Rock 6,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL252,HMBIN_1739_Alternative Rock 6,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL253,HMBIN_1740_Assorted Pop 1,2/12/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL253,HMBIN_1740_Assorted Pop 1,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL253,HMBIN_1740_Assorted Pop 1,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL254,HMBIN_1741_Assorted POP 2,2/12/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL254,HMBIN_1741_Assorted POP 2,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL254,HMBIN_1741_Assorted POP 2,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL255,HMBIN_1742_Assorted POP 3,2/12/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL255,HMBIN_1742_Assorted POP 3,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL255,HMBIN_1742_Assorted POP 3,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL261,HMBIN_1743_Southern Rock and Swamp,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL261,HMBIN_1743_Southern Rock and Swamp,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL261,HMBIN_1743_Southern Rock and Swamp,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL266,HMBIN_1744_Random Rock And Roll 1,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL266,HMBIN_1744_Random Rock And Roll 1,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL266,HMBIN_1744_Random Rock And Roll 1,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL267,HMBIN_1745_Random Rock And Roll 2,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL267,HMBIN_1745_Random Rock And Roll 2,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
